airline,airlineId,sourceAirport,sourceAirportId,destinationAirport,destinationAirportId,codeShare,stops,equipment
MI,4750,SIN,3316,CTU,3395,,0,320 319
MI,4750,SIN,3316,DAD,3196,,0,738 319 320
MI,4750,SIN,3316,DIL,3310,,0,319
MI,4750,SIN,3316,DRW,3999,,0,320
MI,4750,SIN,3316,DVO,4090,,0,320 738
MI,4750,SIN,3316,HAN,3199,,0,320
MI,4750,SIN,3316,HKT,3179,,0,320 738 319
MI,4750,SIN,3316,HYD,\N,,0,738 320
